question,answer_B,source_pdf
"채무자가 은행에 대한 채무의 이행을 지체했을 때, 은행은 어떤 권리를 행사할 수 있나요?","채무자가 은행에 대한 채무의 이행을 지체한 경우, 은행은 점유하고 있는 채무자의 동산, 어음 기타의 유가증권을 담보로 제공된 것이 아닐지라도 계속 점유하거나 추심 또는 처분 등의 처리를 할 수 있습니다.",pdf_25_label_5.pdf
"채무자가 기한의 이익을 상실한 경우, 은행은 연대보증인에게 언제까지 통지해야 하나요?",은행은 기한의 이익 상실사유를 인지한 날부터 15영업일 이내에 연대보증인에게 서면으로 그 내용을 통지하여야 합니다.,pdf_25_label_5.pdf
"어음의 환매채무를 이행하는 경우, 은행은 어떤 조치를 취해야 하나요?","채무자가 어음의 만기 전에 환매채무를 이행하는 경우, 은행은 그 이행일부터 만기일까지의 할인료 상당금액을 되돌려 주어야 합니다.",pdf_25_label_5.pdf
"채무자가 변제 또는 상계할 채무가 여러 개인 경우, 채무자가 지정하는 순서에 따라 충당할 수 있는 조건은 무엇인가요?","채무자가 지정하는 순서에 따라 변제 또는 상계에 충당할 수 있는 경우는, 임의의 상환금 또는 예치금으로 채무자의 채무 전액을 없애기에 부족한 때입니다. 이 경우, 채무자가 지정하는 순서에 따를 경우 은행의 채권보전에 지장이 생길 염려가 있는 때에는, 은행은 지체없이 이의를 표시하고, 물적 담보나 보증의 유무, 그 경중이나 처분의 난이, 변제기의 장단, 할인어음의 결제가능성 등을 고려하여 은행이 변제나 상계에 충당할 채무를 바꾸어 지정할 수 있습니다.",pdf_25_label_5.pdf
"채무자가 은행의 장부와 다른 자료를 제시할 경우, 채무는 어떻게 확정되나요?","채무자가 은행의 장부·전표 등의 기록과 다른 자료를 제시할 경우, 은행의 기록과 채무자가 제시하는 자료를 상호 대조하여 채무를 확정한 후 갚기로 합니다.",pdf_25_label_5.pdf
"채무자가 신용상태 호전으로 여신거래조건 변경을 요구할 경우, 은행은 어떤 절차를 따라야 하나요?","은행은 채무자가 요구한 여신거래조건 변경의 적정성을 심사하여 필요한 조치를 취하고, 그 결과를 채무자에게 곧 통지하여야 합니다.",pdf_25_label_5.pdf
"대출 연체 시 지연배상금액은 어떻게 산정되며, 예시를 통해 설명해 주실 수 있나요?","대출 연체 시 지연배상금액은 연체금액, 대출금리, 이자일수 계산 등에 따라 달라지며, 예를 들어 대출원금이 1억2천만원이고 약정이자율이 연 5%인 기업 신용대출의 경우, 연체 14일 시점에서의 지연배상금은 1,563원입니다. 이는 지체된 약정이자 509,589원에 연 8% (약정이자율 5% + 연체가산이자율 3%)를 적용하여 계산됩니다. 또한, 연체 1개월 시점에서의 총 납부할 금액은 1,188,412원이 됩니다.",pdf_26_label_5.pdf
KB금융그룹의 인권정책이 적용되는 범위는 어떻게 되나요?,"본 인권정책은 KB금융그룹 내의 계열사뿐만 아니라, 합작회사, 협력회사 및 인수 대상 회사에도 적용됩니다. 또한, KB금융그룹 전 임직원은 본 인권정책을 준수해야 하며, 고객, 파트너사 등 KB금융그룹과 사업관계를 유지하는 모든 이해관계자 역시 본 인권정책을 존중하기를 기대합니다.",pdf_27_label_5.pdf
KB금융그룹은 고객에게 어떤 방식으로 금융서비스를 제공하나요?,"KB금융그룹은 고객의 성별, 인종, 민족, 국적, 종교, 장애, 나이, 정치적 견해, 출신 지역에 관계없이 평등한 금융서비스를 제공하며, 고객의 입장에서 생각하고 행동하여 최고의 금융상품과 서비스를 제공하여 고객 만족을 실현하기 위해 노력합니다.",pdf_27_label_5.pdf
임직원이 이해상충 상황에서 업무를 수행할 때 어떤 절차를 따라야 합니까?,임직원은 고객 또는 회사와 이해상충 관계에 있거나 이해상충이 야기될 수 있는 상황에서 업무를 수행해야 할 경우에는 사전에 윤리규범 담당부서와 협의하여야 합니다.,pdf_28_label_5.pdf
임직원이 회사의 내부정보를 이용하여 주식 거래를 할 수 있는 경우는 어떤 상황인가요?,"임직원은 업무상의 지위 또는 내부정보를 이용하여 주식, 주식관련 채권 등 증권의 투자행위를 하여서는 아니되며, 특정 개인이나 부서의 이익을 위해 허위 또는 과장 보고를 하여서는 아니 됩니다. 따라서, 내부정보를 이용한 주식 거래는 금지되어 있습니다.",pdf_28_label_5.pdf
준법감시인이 지정한 업무분야에 근무하는 직원은 불공정거래행위 금지 관련 서약서를 어떻게 제출해야 하나요?,"준법감시인이 필요하다고 판단하는 경우, 해당 직원은 부서장에게 불공정거래행위 금지 관련 서약서를 제출해야 합니다.",pdf_28_label_5.pdf
중요정보를 관리하기 위해 임직원이 따라야 할 주요 규정은 무엇인가요?,"중요정보는 회사에서 정당한 권한과 책임이 있는 임직원만이 공유해야 하며, 권한과 책임이 없는 다른 임직원에게 제공해서는 안 됩니다. 또한, 중요정보는 안전한 장소에 보관하고, 필요 이상의 복사본을 만들거나 공개적인 장소에 비치해서는 안 되며, 전자적 송신이나 저장 시에는 적절한 보안조치를 수행해야 합니다.",pdf_28_label_5.pdf
임직원이 이해관계자로부터 금품 등을 수령할 수 없는 경우는 어떤 상황인가요?,"임직원은 이해관계자로부터 금품 등을 제공받을 수 없으며, 부득이한 사유로 금품 등을 즉시 거절할 수 없는 경우 정중히 예의를 갖추어 지체없이 반환하여야 한다.",pdf_28_label_5.pdf
"임직원이 대외활동을 하고자 할 때, 어떤 절차를 따라야 하나요?","임직원이 대외활동을 하고자 하는 경우에는 [붙임 3] '대외활동 승인신청서'를 작성하여 복무담당부서장에게 승인을 요청해야 하며, 직원은 소속 부서의 부서장을 경유하여 승인을 요청해야 합니다.",pdf_28_label_5.pdf
대외활동 승인을 요청할 때 어떤 절차를 따라야 하나요?,대외활동 승인을 요청할 때는 '대외활동 승인신청서'를 작성하여 소속 부서의 부서장을 경유하여 복무담당부서장에게 승인을 요청해야 합니다.,pdf_28_label_5.pdf
KB 한울타리 신탁 상품은 장애인 자녀의 자립을 위해 어떤 방식으로 운영되나요?,"KB 한울타리 신탁은 부모가 남긴 재산을 국민은행이 관리하고 지급하는 상품으로, 부모 사후에도 장애인 자녀가 자립하여 살아갈 수 있도록 지원합니다.",pdf_29_label_5.pdf
KB행복지킴이통장의 주요 기능은 무엇인가요?,"KB행복지킴이통장은 장애인연금 및 장애(아동)수당이 압류되지 않고, 본래의 지원 목적대로 기본적인 생계비로 사용할 수 있도록 하는 압류방지 전용 입출금이 자유로운 예금입니다.",pdf_29_label_5.pdf
직장 내 성희롱 및 괴롭힘 발생 시 신고 절차는 어떻게 되나요?,"직장 내 성희롱 및 괴롭힘 발생 사실을 알게 된 경우 누구라도 그 내용을 신고할 수 있으며, 신고 접수 시에는 조사를 의뢰하는 등 적절한 조치방안을 강구합니다.",pdf_30_label_5.pdf
"채권추심자가 신분 확인을 위한 증표를 제시하지 못할 경우, 고객은 어떤 조치를 취해야 하나요?","고객은 채권추심자가 신분 확인이 가능한 증표를 제시하지 못하거나 신원이 의심스러운 경우, 소속회사나 관련 협회(예: 신용정보협회)에 재직 여부 등을 확인해야 합니다.",pdf_31_label_5.pdf
채권추심자가 채무자에게 대납을 제안할 수 있는 경우가 있나요?,"채권추심자는 채무를 대납하겠다고 제안하거나 대부업자, 사채업자 등을 통하여 자금을 마련하도록 권유할 수 없습니다.",pdf_31_label_5.pdf
채무자가 추심연락을 요청하지 않을 수 있는 방법에는 어떤 것들이 있나요?,"채무자는 주 28시간 이내로 추심연락을 하지 않도록 요청할 수 있으며, 특정주소에의 방문, 특정 전화번호로의 전화, 특정 전화번호로의 문자메시지 전송, 특정 이메일 계정으로의 이메일 전송, 특정 팩스번호로의 전송 등 추심연락 수단 중 2가지 이하의 수단을 정하여 추심연락을 하지 않도록 요청할 수 있습니다. 단, 방문과 전화를 동시에 지정할 수는 없습니다.",pdf_31_label_5.pdf
협력회사가 근로자의 기본권을 존중하기 위해 어떤 노력을 해야 하나요?,"협력회사는 근로자의 기본권을 존중하며, 기본권 침해를 방지하는 제도·절차를 운영하는 등 근로자의 권리를 보장하기 위해 적극 노력해야 합니다.",pdf_32_label_5.pdf
협력회사가 지역사회 발전을 위해 어떤 노력을 하고 있나요?,"협력회사는 국가와 사회의 가치관을 존중하고, 관련 법령을 준수하며, 사업활동의 기반이 되는 지역사회와 사회적 책임을 공유하며 지역사회 발전을 위해 적극 노력합니다.",pdf_32_label_5.pdf
"주택담보대출을 받을 때 고정금리, 변동금리, 혼합금리 중 어떤 것을 선택하는 것이 더 유리한가요?","고정금리는 대출 기간 내내 같은 금리가 적용되어 매월 내는 금액을 예측할 수 있고 안정적입니다. 반면, 변동금리는 시장 금리에 따라 주기적으로 금리가 조정되어 초기 금리가 낮을 수 있지만, 금리가 오르면 상환액이 늘어날 위험이 있습니다. 혼합금리는 일정 기간 고정금리가 적용된 후 변동금리로 바뀌는 형태로, 초기 안정성과 이후의 유연성을 동시에 제공합니다. 따라서 개인의 금리 변동에 대한 리스크 수용 능력과 시장 금리 전망에 따라 선택이 달라질 수 있습니다.",pdf_33_label_5.pdf
혼합금리 대출의 고정 기간은 일반적으로 몇 년인가요?,"보통 3년, 5년 동안 고정되고, 이후에는 변동금리로 전환됩니다.",pdf_33_label_5.pdf
대출금리의 결정 방식과 각 금리 유형의 특징에 대해 설명해 주실 수 있나요?,"대출금리는 기준금리에 가산금리를 더하고 우대금리를 빼서 결정됩니다. 금리 유지 기간에 따라 고정, 변동, 혼합금리 세 가지가 있으며, 고정금리는 대출 기간 내내 금리가 변하지 않아 안정적이지만 금리 하락 시 혜택을 누리지 못합니다. 변동금리는 일정 주기마다 바뀌며 초기 금리가 낮아 유리하지만 금리 상승 시 부담이 커집니다. 혼합금리는 일정 기간은 고정금리로, 이후에는 변동금리로 적용되어 초반 안정성과 금리 하락 효과를 동시에 기대할 수 있습니다.",pdf_33_label_5.pdf
금리인하요구권 신청 시 어떤 서류를 제출해야 하나요?,"금리인하요구권을 신청하려면 나의 신용상태나 상환능력이 개선되었음을 증명할 수 있는 근거 자료를 제출해야 합니다. 제출서류는 소득유형에 따라 다르며, 직장인은 재직사실 확인서류와 소득확인서류를, 개인사업자는 사업자등록증명원과 소득금액증명원 또는 종합소득과세 표준 확정신고 및 납부계산서를 제출해야 합니다. 기타 경우에는 전문자격증 사본이나 자산 증가 서류를 제출해야 합니다.",pdf_34_label_5.pdf
금리인하요구권을 신청하기 위해 필요한 서류는 무엇인가요?,"금리인하요구권을 신청하기 위해서는 전문자격증 사본, 등기사항전부증명서 등 자산 증가 서류가 필요합니다.",pdf_34_label_5.pdf
대출 갈아타기를 통해 금리를 낮추는 것이 항상 유리한가요?,기존 대출에서 중도상환수수료가 발생한다면 한번 더 생각해야 해요. 대출 갈아타기를 통해 아낄 수 있는 이자와 기존 대출을 상환할 때 발생하는 중도상환수수료를 비교해 어떤 선택이 유리할지 꼭 따져보세요.,pdf_35_label_5.pdf
